"date","nominal_tp_5y","nominal_tp_10y","nominal_tp_10y_acm","nominal_tp_10y_kw","nominal_tp_10y_survey","real_tp_5y","real_tp_10y","real_tp_10y_dkw","real_tp_10y_survey","inflation_rp_5y","inflation_rp_10y","inflation_rp_10y_dkw","inflation_rp_10y_survey"
1968-10-01,0.495472423476533,1.18950067606589,0.802297916,NA,NA,0.60006361425911,1.1076735687097,NA,NA,-0.0631644246354545,0.216446902818015,NA,NA
1968-11-01,0.64955118577369,1.35627823170674,0.713405457,NA,NA,0.697785857061204,1.21723237388378,NA,NA,-0.00650073890117141,0.27453213541438,NA,NA
1968-12-01,0.927438396536512,1.66856791947577,0.84828173,NA,NA,0.871988483382081,1.4214702960645,NA,NA,0.0980530351817794,0.384997218683058,NA,NA
1969-01-01,0.99989713173384,1.71373037603021,0.857487901,NA,NA,0.925205878284721,1.45031457210417,NA,NA,0.117386006532663,0.401399730222814,NA,NA
1969-02-01,1.1964652303129,1.83374601140608,0.638396055,NA,NA,1.0709335503064,1.52678779468501,NA,NA,0.168476229739666,0.445240582824865,NA,NA
1969-03-01,1.35474530282439,1.90724648461312,1.12290978,NA,NA,1.19370938507107,1.57275118432323,NA,NA,0.204148413668439,0.472734036956326,NA,NA
1969-04-01,1.16966035059134,1.7813268771557,0.948496656,NA,NA,1.0589827073073,1.49201516820739,NA,NA,0.153497914356068,0.427034676696193,NA,NA
1969-05-01,1.44114534624856,1.97749112730943,1.017430918,NA,NA,1.25441699587779,1.61829252521975,NA,NA,0.230011609244307,0.497856910954441,NA,NA
1969-06-01,1.63902941054372,2.06327437380951,0.797036413,NA,NA,1.4090292486878,1.67175370794443,NA,NA,0.273487900967373,0.530026847105532,NA,NA
1969-07-01,1.87246131272813,2.15721458672897,0.288992224,NA,NA,1.59251433688151,1.72972835171061,NA,NA,0.323634775929042,0.565645683367322,NA,NA
1969-08-01,1.96332680930234,2.20118005980618,0.640734942,NA,NA,1.66192354654671,1.75698606843331,NA,NA,0.345177601756244,0.582315156716214,NA,NA
1969-09-01,2.21835376424941,2.45794320214602,0.853130448,NA,NA,1.83295080058113,1.92634384106691,NA,NA,0.429639363246763,0.671661204938194,NA,NA
1969-10-01,2.07880106471268,2.39311655945211,0.170891485,NA,NA,1.72542535479371,1.88594027695411,NA,NA,0.397499410736886,0.647270258119592,NA,NA
1969-11-01,2.01861845986952,2.31963004897292,0.962069983,NA,NA,1.68793662901578,1.83735283006108,NA,NA,0.374691513334292,0.621812324574141,NA,NA
1969-12-01,1.92324494525604,2.34088765616298,0.162417912,NA,NA,1.60178118877404,1.85485719609737,NA,NA,0.365520202599792,0.626406985635968,NA,NA
1970-01-01,1.9663307113675,2.44300685679508,1.005138896,NA,NA,1.61941365737672,1.92378965593221,NA,NA,0.391109648914671,0.660406637501646,NA,NA
1970-02-01,1.97868247184478,2.46825429648198,0.481169444,NA,NA,1.6249701361421,1.94053881944008,NA,NA,0.397924764734596,0.669070910363184,NA,NA
1970-03-01,1.71716908209568,2.26465117507676,1.160403387,NA,NA,1.43764696365474,1.80759189552802,NA,NA,0.323441530651172,0.597673831636442,NA,NA
1970-04-01,1.9479907225396,2.47875851612054,1.634552102,NA,NA,1.59587427883759,1.94829843252947,NA,NA,0.396330407468307,0.672032294652967,NA,NA
1970-05-01,2.35475498393882,2.75921888224043,1.343194953,NA,NA,1.89355498205166,2.1302432901743,NA,NA,0.505724081657266,0.771263856802429,NA,NA
1970-06-01,2.39863795659584,2.77429781896239,1.562860289,NA,NA,1.92810247670675,2.13919853474578,NA,NA,0.515092926678839,0.777388377368702,NA,NA
1970-07-01,2.23290003011989,2.66719048864489,1.554647551,NA,NA,1.80524243371374,2.0699038263122,NA,NA,0.472100359496145,0.739343185863187,NA,NA
1970-08-01,2.12570959252888,2.63012879365251,1.651554168,NA,NA,1.71983637339965,2.04740269964893,NA,NA,0.450258488777946,0.724857483644329,NA,NA
1970-09-01,1.96317069379778,2.51143492922946,1.738883747,NA,NA,1.60210002806461,1.97011490173971,NA,NA,0.405316556805647,0.683115993923698,NA,NA
1970-10-01,1.92063042520472,2.46451287771061,1.64882966,NA,NA,1.57430028964211,1.93892405267415,NA,NA,0.390516315872813,0.667163128574986,NA,NA
1970-11-01,1.54476718209505,2.19265650525678,2.023138884,NA,NA,1.30195422219671,1.76237166399423,NA,NA,0.286554803265644,0.570969158291182,NA,NA
1970-12-01,1.26676088790405,1.96213602558117,1.451403462,NA,NA,1.10691978351512,1.61216599151139,NA,NA,0.203075859976338,0.489558505854557,NA,NA
1971-01-01,1.26812622624858,2.01961839551536,2.244582465,NA,NA,1.09648686374674,1.65120960665324,NA,NA,0.214967792431136,0.508613889257691,NA,NA
1971-02-01,1.14363406479745,1.9866617387821,2.196467299,NA,NA,0.995131700838535,1.63196355353417,NA,NA,0.191662844831963,0.495105406365396,NA,NA
1971-03-01,0.877291109500539,1.72672923541828,1.953259741,NA,NA,0.817099518137764,1.46244777515027,NA,NA,0.102532918634633,0.403078573977032,NA,NA
1971-04-01,1.35071143528912,2.04441564260575,1.667791598,NA,NA,1.16217424938104,1.66561483778363,NA,NA,0.231826543204049,0.518800293497603,NA,NA
1971-05-01,1.91581835064992,2.40812973960688,1.758967912,NA,NA,1.57866500071325,1.89869415849224,NA,NA,0.381251785457374,0.650551330691937,NA,NA
1971-06-01,1.94557048350554,2.41427942341798,1.615953921,NA,NA,1.60424833738127,1.9027434863916,NA,NA,0.385441163403553,0.65256173053288,NA,NA
1971-07-01,1.98394344831694,2.467530990621,1.675284175,NA,NA,1.62763699300163,1.93877075542065,NA,NA,0.400503995966821,0.670124443988636,NA,NA
1971-08-01,2.15586260079305,2.49081012944169,1.375860075,NA,NA,1.76729836371631,1.947464380276,NA,NA,0.432897459164917,0.684296565798046,NA,NA
1971-09-01,1.80407618356598,2.17538093401227,1.281657673,NA,NA,1.5282348802893,1.74242808719732,NA,NA,0.319511061827666,0.57188746032523,NA,NA
1971-10-01,1.61884464437475,2.05271938039993,1.3844794,NA,NA,1.39211225650651,1.66360256461647,NA,NA,0.270069148654586,0.527534786511494,NA,NA
1971-11-01,1.51605820625933,2.00925205998014,1.563355325,NA,NA,1.31183226185943,1.63675821306323,NA,NA,0.247426333246147,0.510994577314168,NA,NA
1971-12-01,1.50934572518022,2.01285508349836,1.685184095,NA,NA,1.30575877724383,1.63948302346693,NA,NA,0.246806090059574,0.512001096318391,NA,NA
1972-01-01,1.71606972511764,2.15329647138467,1.78169505,NA,NA,1.45553538278084,1.72866164615888,NA,NA,0.304104762721184,0.563840799748413,NA,NA
1972-02-01,1.9341127035662,2.29833890518929,1.816474236,NA,NA,1.61470501590657,1.82111986929118,NA,NA,0.363359831299348,0.616991345264917,NA,NA
1972-03-01,1.95348624209997,2.27982914938401,1.406000048,NA,NA,1.6360838436393,1.80864260936226,NA,NA,0.361326451884986,0.610598911589902,NA,NA
1972-04-01,2.30528654575716,2.48793621182853,1.600262119,NA,NA,1.89831862699768,1.9404940929329,NA,NA,0.45141156842497,0.687415396165182,NA,NA
1972-05-01,1.98741973593002,2.28162219644109,1.656724873,NA,NA,1.66500293193533,1.80873633623517,NA,NA,0.36636265963718,0.612107876477066,NA,NA
1972-06-01,1.95094603078812,2.24506584100217,1.325105847,NA,NA,1.64128429087492,1.7852198898648,NA,NA,0.353520357011908,0.598798798320748,NA,NA
1972-07-01,2.07167822432398,2.30522706889081,1.475639659,NA,NA,1.73299247528387,1.82252309348659,NA,NA,0.382709566508722,0.621677493736866,NA,NA
1972-08-01,2.06500985667997,2.32602408118779,1.436083577,NA,NA,1.72361851163712,1.83729471738158,NA,NA,0.385442928216244,0.628048513624971,NA,NA
1972-09-01,1.91605388796359,2.25384400685306,1.359285488,NA,NA,1.61147758586062,1.79364416051638,NA,NA,0.34844441950559,0.599537664311901,NA,NA
1972-10-01,1.90255640506656,2.21882701963383,1.312951842,NA,NA,1.60645822949706,1.76997778717896,NA,NA,0.339895410952307,0.587786238496314,NA,NA
1972-11-01,1.73580909114833,2.10797303515486,1.302584543,NA,NA,1.48438687147261,1.69895221344229,NA,NA,0.294963808291825,0.547534924057566,NA,NA
1972-12-01,1.59602458349388,2.01205535460438,1.201112395,NA,NA,1.38347773721546,1.63773169117853,NA,NA,0.255894214112463,0.512498239395785,NA,NA
1973-01-01,1.63820106513646,2.00652765862517,1.092228979,NA,NA,1.42204945084926,1.63323133387481,NA,NA,0.259523398025524,0.511149280066306,NA,NA
1973-02-01,1.8062190166448,2.11175113207902,0.935871662,NA,NA,1.54721368272356,1.70076089739906,NA,NA,0.302630486325886,0.549230293182701,NA,NA
1973-03-01,1.79978916876619,2.05954412183278,0.903627511,NA,NA,1.5534007783879,1.66587460576798,NA,NA,0.289941150715016,0.531286953198012,NA,NA
1973-04-01,1.59062203747927,1.9040148386121,1.036556997,NA,NA,1.40402293740147,1.56544177550626,NA,NA,0.229865806140577,0.475545615448767,NA,NA
1973-05-01,1.55351376861264,1.89194792004582,0.94723658,NA,NA,1.37470090957558,1.55802687031726,NA,NA,0.222110250404991,0.471159976198553,NA,NA
1973-06-01,1.03993427750923,1.54506681546564,0.742881611,NA,NA,0.999421445298655,1.33457876336407,NA,NA,0.0832609379512775,0.346730648532824,NA,NA
1973-07-01,1.19489740143028,1.6294387769815,0.920985181,NA,NA,1.11742371709995,1.38794251984824,NA,NA,0.12054005270423,0.37808928648615,NA,NA
1973-08-01,0.978967940926484,1.47369148421382,0.843039409,NA,NA,0.961718731319213,1.28600787363463,NA,NA,0.0602895509581442,0.324276557194072,NA,NA
1973-09-01,0.607779967347579,1.21977778302837,1.248051853,NA,NA,0.690537445282116,1.12213545630135,NA,NA,-0.0402120977832227,0.23336904914502,NA,NA
