"date","observed_irp","fitted_observable_irp","structural_irp","structural_error","definition_wedge","irp_fit_error","nominal_yield_contribution","real_yield_contribution","cpi10_contribution"
2013-09-01,NA,-0.254520841163541,-0.11675811104992,NA,0.137762730113621,NA,-0.0348883738462294,-0.0638078971342482,NA
2013-10-01,NA,-0.358335493917909,-0.225234025434973,NA,0.133101468482936,NA,-0.0289304834632704,-0.0455030647299903,NA
2013-11-01,0.0322526400716673,-0.307561638897708,-0.172554576356501,-0.204807216428168,0.135007062541207,-0.339814278969376,-0.09271003465196,-0.0379310089385046,-0.209173235378911
2013-12-01,NA,-0.262524899183776,-0.121196035235233,NA,0.141328863948543,NA,-0.0436397132062722,-0.0334313516943182,NA
2014-01-01,NA,-0.253696586534302,-0.112674022446323,NA,0.141022564087979,NA,0.0223117952576823,-0.0835610549810717,NA
2014-02-01,-0.0151894717392173,-0.19864709311618,-0.0621016812987379,-0.0469122095595206,0.136545411817442,-0.183457621376962,0.00619823233964714,-0.0489183466426876,-0.140737507073922
2014-03-01,NA,-0.173648348939801,-0.036655988311991,NA,0.13699236062781,NA,0.0468201882829469,-0.0350860503958426,NA
2014-04-01,NA,-0.142959059782725,-0.00661505362238649,NA,0.136344006160338,NA,0.0660781796528821,-0.067008569997757,NA
2014-05-01,-0.035290485368456,-0.149853380527749,-0.0186014760423835,0.0166890093260725,0.131251904485365,-0.114562895159293,0.0556960147777745,-0.104277978808575,-0.0659809311284928
2014-06-01,NA,-0.139635968369522,-0.00762917342560301,NA,0.132006794943919,NA,0.0526974558166436,-0.0767718720884654,NA
2014-07-01,NA,-0.158748415085205,-0.02886547044602,NA,0.129882944639185,NA,0.0690547215608215,-0.110529050347422,NA
2014-08-01,-0.0645714375938698,-0.176907070210681,-0.0512718663307933,0.0132995712630765,0.125635203879887,-0.112335632616811,0.0655149985538325,-0.134487857183376,-0.0433627739872673
2014-09-01,NA,-0.126365579564531,0.00196256161936774,NA,0.128328141183899,NA,0.0601049708055355,-0.111796727211074,NA
2014-10-01,NA,-0.19126571756061,-0.0696069673105596,NA,0.12165875025005,NA,0.0636261957684061,-0.129978574763849,NA
2014-11-01,-0.301455567057928,-0.207237181765578,-0.0843646524994694,0.217090914558459,0.122872529266108,0.0942183852923503,0.0866875205358893,-0.0934141789751856,0.100945043731647
2014-12-01,NA,-0.203506295579897,-0.0863590283047455,NA,0.117147267275151,NA,0.106552446127877,-0.177006667042083,NA
2015-01-01,NA,-0.266019797251754,-0.160937078876707,NA,0.105082718375047,NA,0.113259397419579,-0.152965195336299,NA
2015-02-01,-0.405052640338321,-0.384571515501898,-0.270776613993516,0.134276026344805,0.113794901508382,0.0204811248364228,0.196443739105781,-0.0948056876853356,-0.0811569265840225
