"date","r_star","pi_star","real_yield_10y","nominal_tp","real_tp_5y","real_tp","inflation_rp","r_star_liquid_tips","pi_star_liquid_tips","real_yield_10y_liquid_tips","nominal_tp_liquid_tips","real_tp_5y_liquid_tips","real_tp_liquid_tips","inflation_rp_liquid_tips"
2012-05-01,-1.41985679501468,2.54347978364052,-0.302229504438126,0.0110408136442554,0.378228793269576,0.531482397849334,-0.433455858244015,-1.31710739965032,2.50550789657885,-0.300822742665312,-0.0427067697167813,0.245479853633515,0.432750099645806,-0.387707758065468
2012-06-01,-1.72056574838725,2.60356911811381,-0.361241313214699,-0.271658725795064,0.214636691733674,0.407818570974049,-0.601212835244402,-1.59306790394406,2.52707493747654,-0.348470104119846,-0.331536329804309,0.0518547253618736,0.289179358578321,-0.541868805197082
2012-07-01,-1.95331920251136,2.75096629386052,-0.502019781958838,-0.432644258966555,0.141665970986176,0.346402212428502,-0.706084562728057,-1.80138246234382,2.65174874874074,-0.486207260666777,-0.457770399298103,0.0063301983364409,0.240800798640694,-0.624498170628984
2012-08-01,-1.86200017034808,2.67606994769348,-0.454025748152705,-0.280847722403401,0.21287488906134,0.396654155159461,-0.599868471119894,-1.7111288943586,2.62144546296264,-0.44805394825566,-0.319386512852619,0.0719860553999385,0.290805676138975,-0.531209855993905
2012-09-01,-1.95589732120545,3.02798534225993,-0.681468833247815,-0.36174630508276,0.161393677849827,0.358956593887435,-0.642299124334765,-1.79868511102053,2.90486651496145,-0.649195560113212,-0.383592395631533,0.0325246733251068,0.258583441983772,-0.562678426050441
2012-10-01,-1.93507446068015,3.18000845260993,-0.724991454790122,-0.483404868850877,0.0396127008123977,0.291961474606213,-0.697159720859614,-1.77291562647679,3.07010870869448,-0.703074487318582,-0.506479028703654,-0.0982820779842625,0.18597926992538,-0.612906508861387
2012-11-01,-2.11597028835187,2.80895653058947,-0.605789566293773,-0.311019519214364,0.240206635346187,0.390881213334026,-0.626911538130921,-1.95097964542197,2.75540629758606,-0.599504564007888,-0.361688182098202,0.0891783003969978,0.277020023972527,-0.562519183881912
2012-12-01,-2.07909290629561,3.09446869224539,-0.725990199951329,-0.383512533706661,0.156705377739009,0.346546192003483,-0.65268530266729,-1.91986628367066,2.95610161225532,-0.688578947777249,-0.399384283062792,0.0338258661252528,0.248428825888127,-0.569396107508159
2013-01-01,-1.76539989408062,3.23132979874425,-0.685922762162009,-0.328319804444414,0.114340604387846,0.353562434563079,-0.597467520405435,-1.61001984524118,3.12986136897779,-0.663075626452206,-0.361798594263061,-0.0278508482560689,0.248252716522061,-0.524334411524297
2013-02-01,-1.59942755636643,2.95043551157538,-0.556759384923968,-0.0278761804633593,0.329776235528423,0.496087902671907,-0.434720764144143,-1.49222867894176,2.89353648929865,-0.549720673436543,-0.052446705421853,0.219903105518916,0.40971561313544,-0.371640204643656
2013-03-01,-1.70685155933382,3.14917661917237,-0.710187675577877,-0.00308101428336529,0.36429376311464,0.509143496288913,-0.422039528903685,-1.59702449326732,3.01065019693219,-0.673730967669134,0.00248861088180822,0.280924466310227,0.43752805684658,-0.343674265676483
2013-04-01,-1.88960122095706,3.06544311676214,-0.743882736460693,-0.0939373356747344,0.379702737068316,0.491542999390541,-0.50131181722487,-1.77536144325829,2.96953210670468,-0.728269399144342,-0.115661588202056,0.270542899527956,0.401569989093896,-0.432086727493248
2013-05-01,-1.50710783319108,2.57198000033257,-0.35083963155741,0.136575693751601,0.447588572471512,0.570268210816836,-0.344012700177321,-1.41534588340779,2.52970775948577,-0.34911545479097,0.102199012633888,0.34481910962745,0.488685387640698,-0.295884621636717
2013-06-01,-0.566253986765379,2.38195932250281,0.202616775527518,0.268691328047953,0.358060619056191,0.623637421602709,-0.253625066855633,-0.498487246059247,2.29934915690565,0.219368519995901,0.268625014553134,0.273494256065845,0.563102858596792,-0.191686842692433
2013-07-01,0.00130653004015849,2.40574366301916,0.447709595725105,0.429137409004221,0.363926198974521,0.707507609739335,-0.169121578883392,0.0568788366955291,2.33250934870708,0.462460816338507,0.43370081017456,0.282247446089148,0.656525754087045,-0.111798711205695
2013-08-01,0.358562488414317,2.28398292669401,0.661358473676548,0.580428982370383,0.415777971131568,0.787730670288576,-0.0938019151741545,0.408418521016531,2.24573516706214,0.668050493643934,0.565159896797482,0.319184827605188,0.733644230765825,-0.0532242068616323
