"date","nominal_5y_estimate","nominal_5y_p025","nominal_5y_p16","nominal_5y_median","nominal_5y_p84","nominal_5y_p975","nominal_10y_estimate","nominal_10y_p025","nominal_10y_p16","nominal_10y_median","nominal_10y_p84","nominal_10y_p975","real_5y_estimate","real_5y_p025","real_5y_p16","real_5y_median","real_5y_p84","real_5y_p975","real_10y_estimate","real_10y_p025","real_10y_p16","real_10y_median","real_10y_p84","real_10y_p975","inflation_5y_estimate","inflation_5y_p025","inflation_5y_p16","inflation_5y_median","inflation_5y_p84","inflation_5y_p975","inflation_10y_estimate","inflation_10y_p025","inflation_10y_p16","inflation_10y_median","inflation_10y_p84","inflation_10y_p975"
1968-10-01,0.495472423476312,-0.691542848434295,0.0514685441110056,0.518624439898971,1.0275206630902,1.92182241537794,1.18950067606558,-0.420797166171756,0.613719871938956,1.2168423130478,1.84881695545282,2.99121296452142,0.600063614258991,-0.291781940255589,0.311428809290174,0.671313420553574,1.10847542486343,1.93935117130566,1.10767356870949,-0.0349686616698555,0.740105055583391,1.21521374310404,1.75772498755187,2.76677901236866,-0.0631644246355534,-0.913752810988824,-0.369634456741619,-0.120473968463044,0.119772991324903,0.483332862650244,0.2164469028179,-0.786327343622533,-0.161979173138726,0.12726243537258,0.395317259889637,0.842746892910987
1968-11-01,0.649551185773555,-0.560891721384663,0.206247369167196,0.668290212258566,1.15173165942127,1.99034811632517,1.35627823170659,-0.263820928739698,0.783771496818691,1.37817212926072,1.98098433204701,3.05257430840727,0.697785857061122,-0.178042614144872,0.423325201924062,0.774731989799875,1.18256165632721,2.14039643447472,1.21723237388368,0.0523979322810774,0.854315809467389,1.31117234438091,1.82133909736188,2.96030323618687,-0.00650073890122397,-0.972233713650193,-0.331733688299196,-0.0829540808727511,0.148357415099327,0.51118109995785,0.274532135414324,-0.78342700127888,-0.103022709595478,0.171719828552369,0.433305850810905,0.884674106919096
1968-12-01,0.927438396536528,0.0684945078918648,0.597241522023005,0.939001490045766,1.32953759473593,2.07790979163313,1.66856791947575,0.575299685348476,1.254406502455,1.67240169055132,2.16592216719246,3.17426838114449,0.871988483382094,0.180210019349572,0.675646405978436,0.957759074025561,1.36815410660703,2.27793982715105,1.42147029606449,0.554617277385729,1.19518920081995,1.51755599068468,2.0078097930813,3.08878402066888,0.0980530351817778,-0.948786389320488,-0.235255293034073,0.0205687747633796,0.205710427090803,0.600852208552977,0.384997218683052,-0.733231255315807,-0.00560926718640855,0.282914724532072,0.501411186926101,0.944335569280862
1969-01-01,0.999897131733817,0.133803758818991,0.669741924234352,1.0221610879719,1.38856929924104,2.12615150827674,1.71373037603018,0.55612377815701,1.28067088290669,1.72980081111548,2.20073327534797,3.18094484124489,0.925205878284713,0.255527864794865,0.726645342968527,1.01806638107076,1.4214069075259,2.37055715685546,1.45031457210415,0.624138881521543,1.17255306064454,1.55755568554125,2.0516890672662,3.11821623017613,0.117386006532654,-0.902085759089123,-0.22178418805168,0.0359967156073631,0.223495943410586,0.609696797154473,0.401399730222803,-0.734046899591523,0.0026621025505945,0.297647553019268,0.515509655341793,0.947585479029618
1969-02-01,1.19646523031288,0.230037822908981,0.854523511454947,1.20444361295385,1.58774008103886,2.34505984597127,1.83374601140606,0.577099874646098,1.39436826216816,1.84240563369671,2.34012982491809,3.31015006138944,1.07093355030639,0.351558505328606,0.887873552897389,1.15498340341949,1.60610636949449,2.57555719387022,1.52678779468499,0.608218343181863,1.28982146218533,1.62835871915541,2.11051214120278,3.26583476661292,0.168476229739655,-0.923704395462739,-0.202941825785099,0.0759829279956475,0.264974999797912,0.63139608199403,0.445240582824854,-0.668913541119385,0.0198282967203248,0.334150103523788,0.567811588033667,0.991341334108308
1969-03-01,1.35474530282437,0.429983268349465,1.04894748586692,1.3668561707894,1.72207246516415,2.42521730603856,1.90724648461311,0.709215771917206,1.51472834291513,1.9131995049605,2.37852640895904,3.30380425524424,1.19370938507106,0.547484807823131,1.03300704362308,1.28482026746799,1.69156628083082,2.75724549754055,1.57275118432321,0.79518658591692,1.34673960679356,1.66989813369895,2.15926664043572,3.3311701319874,0.204148413668433,-0.89996618515561,-0.177144409313166,0.111044716439633,0.291533679726974,0.667224775692482,0.472734036956318,-0.680461518737472,0.0605231437662974,0.362923596661088,0.576012785720953,0.993855825352066
1969-04-01,1.16966035059132,0.274840793067266,0.879998377664571,1.19239392612869,1.57094633101222,2.3125321183773,1.78132687715568,0.677889497726138,1.40650677874571,1.79915718813831,2.24276019261169,3.21161701875484,1.05898270730729,0.381126600293224,0.877481221629701,1.1583834061993,1.59326973685191,2.54966586930277,1.49201516820738,0.676899992581008,1.27597879951778,1.59479794572505,2.05201925769033,3.17007459180897,0.153497914356062,-0.912901568735299,-0.203653910846377,0.068259564921196,0.2462891031759,0.626490430857177,0.427034676696186,-0.688882093994373,0.0363512011657403,0.325653275404642,0.525544351607226,0.988812069805071
1969-05-01,1.44114534624854,0.554686584343335,1.11991172087856,1.45127525137131,1.83807285049038,2.55933742600303,1.97749112730941,0.802028881958612,1.5663293233591,1.98264685291965,2.46357867360619,3.40024302094379,1.25441699587778,0.578166580485879,1.08911341381138,1.34696482001586,1.78819417408993,2.83073102940005,1.61829252521974,0.763532918335124,1.39560326103938,1.71612888671668,2.23358125536749,3.32473739175218,0.230011609244299,-0.893451818466475,-0.153359227502323,0.131181866435611,0.313424288644291,0.698360429038137,0.497856910954433,-0.66941765907986,0.082059552155052,0.387291396036817,0.59998937306791,1.05478175580851
1969-06-01,1.6390294105437,0.805566454999907,1.34172150571147,1.66430164674246,2.03420475515076,2.76408148425774,2.06327437380949,0.967444445459779,1.68958551879347,2.08733965998633,2.58288842623336,3.51777529881489,1.4090292486878,0.802389090555793,1.26607520291958,1.51457396960695,1.95662963099529,3.02107680401507,1.67175370794442,0.883210811483645,1.46406855357033,1.7852366656495,2.29732735176137,3.43672990913032,0.273487900967367,-0.902686738053753,-0.124142178129956,0.177626190654387,0.360877627428055,0.727950594432498,0.530026847105527,-0.654737512630385,0.113916223589418,0.422686478389733,0.631667702341668,1.09084222402674
1969-07-01,1.87246131272812,1.03071680492422,1.55788171891545,1.89358829202166,2.24769961993574,3.00498976460179,2.15721458672896,1.06379347885175,1.76578643190072,2.18449709508915,2.63231632688881,3.58354664990304,1.5925143368815,0.962508663377846,1.44918969953453,1.7196061754138,2.17707294655837,3.32091390622263,1.7297283517106,0.984901905248784,1.52665282341368,1.84274732218461,2.33347088823588,3.52519487265729,0.323634775929037,-0.93182396696648,-0.099953651234774,0.214152891650151,0.399634168037616,0.799823206332367,0.565645683367316,-0.628064413070007,0.152142538175009,0.452462494860477,0.664837244900013,1.12863242607563
1969-08-01,1.96332680930232,1.12942443579575,1.67262185940666,1.98433048357441,2.36906673013706,3.19350847457836,2.20118005980616,1.11401546724217,1.84829854008818,2.23435507914152,2.68569724582593,3.66594550722535,1.66192354654669,1.07101689690244,1.51441419508452,1.7887425227604,2.24598304245005,3.46811917520977,1.7569860684333,1.01620180205743,1.56218243461792,1.87927610742254,2.37645244944334,3.48059677350209,0.345177601756239,-0.953315334698659,-0.0866391167639289,0.235000609300109,0.41591745706145,0.820787819087885,0.582315156716209,-0.619333115183404,0.163370190877318,0.468013072023349,0.67733114695575,1.14821424109726
1969-09-01,2.2183537642494,1.35335295833051,1.89610974782178,2.24079927450471,2.62795911919445,3.37715316898112,2.45794320214601,1.33400465965108,2.05966124967294,2.49260879021038,2.97313212312967,4.02325022521402,1.83295080058112,1.20772182322954,1.68632004313181,1.97284146951979,2.46847128355458,3.65228776176055,1.9263438410669,1.12874671846461,1.73099906134153,2.05234932887396,2.5776879276899,3.85225353005165,0.429639363246759,-0.921811656774088,-0.0409518180551989,0.306140185746425,0.500123710092785,0.888889611630072,0.671661204938188,-0.610025072058073,0.22306754962493,0.552019423387589,0.768382675196569,1.21790016981485
1969-10-01,2.07880106471267,1.22019232245827,1.78266558974861,2.09471002026189,2.48696024078322,3.34470084880094,2.39311655945211,1.26677247748246,2.00324604023335,2.41424255185947,2.88702700755333,3.95375880980955,1.72542535479371,1.07930636898179,1.59427463789165,1.85169036757837,2.34753392657119,3.51814935988607,1.8859402769541,1.06912843918059,1.68282021289049,2.00213425853725,2.53534330646326,3.79487439131046,0.397499410736883,-0.923975186733198,-0.0571729329184427,0.279018876609374,0.472342557084316,0.877416075781298,0.647270258119587,-0.614319278217465,0.202641989673114,0.524662563982952,0.749145568846736,1.19711591708635
1969-11-01,2.01861845986951,1.12583578898848,1.70574109314056,2.03942156955933,2.43574660319204,3.19226582831856,2.31963004897291,1.16289579448729,1.94605713188678,2.34153602474669,2.80351045389676,3.78038544721156,1.68793662901578,1.02895882750645,1.53647186356947,1.8236836157809,2.29782250180317,3.38142559610471,1.83735283006107,1.0449938711898,1.63317517511473,1.96126908493816,2.49101859677287,3.66819587896048,0.374691513334289,-0.942713612875756,-0.0790974515216842,0.257604747438171,0.451209051877671,0.825488510622127,0.621812324574136,-0.628132902981456,0.177378332444776,0.501272521166352,0.723009262794259,1.15899715561687
1969-12-01,1.92324494525604,1.06936166494776,1.59761096815586,1.94059465861626,2.33782182985405,3.1403734216666,2.34088765616298,1.19069618265856,1.96137869020621,2.36015329746582,2.83703131161934,3.94515568819748,1.60178118877404,0.984845538007775,1.4591506393222,1.72767579605211,2.21747038882984,3.32837848837928,1.85485719609737,1.04120433371469,1.65581755258576,1.97327025304511,2.53948750529394,3.67470908912679,0.365520202599788,-0.92368076865833,-0.0745091139134057,0.250670649021674,0.448567673754149,0.843499028401864,0.626406985635965,-0.642456585534858,0.167082591747444,0.508851947837738,0.730049198239,1.18172757469673
1970-01-01,1.9663307113675,1.01494976249685,1.66456247191218,1.99053013055785,2.404766842343,3.27259027575712,2.44300685679508,1.22779175304457,2.04342591233065,2.46693458954735,2.9797854787803,4.05517824315331,1.61941365737672,0.996556565197553,1.47645777662124,1.75617616512034,2.23355892674961,3.50513750905701,1.9237896559322,1.08066278687848,1.7208858641508,2.04296671478893,2.589073322139,3.90550634018905,0.391109648914668,-0.905911492073072,-0.0512696685101956,0.27468960039397,0.473684753323531,0.861275371438169,0.660406637501644,-0.630111574903042,0.196382759999282,0.537264592492858,0.763639138651406,1.21723978287015
1970-02-01,1.97868247184477,1.11500085410656,1.6605952136968,1.98758970962143,2.40375008958743,3.22836555478929,2.46825429648197,1.28914541442225,2.05824112331156,2.47075541574849,3.00079465330843,4.05853008223929,1.62497013614209,0.984950711321858,1.48732338024565,1.7420068366699,2.24575409366058,3.40617816896592,1.94053881944007,1.13321151332966,1.73832354139873,2.05923768445947,2.60593604096197,3.80805066607835,0.39792476473459,-0.9133080592393,-0.0436623252413001,0.28444316027014,0.473480184285822,0.889491069632294,0.669070910363177,-0.65546505457692,0.200614036426041,0.544613611457304,0.763044781330948,1.22776116023143
1970-03-01,1.71716908209567,0.858222210316629,1.40966409693766,1.74444238006427,2.10129258046349,2.89652976776012,2.26465117507675,1.13453734902546,1.87101673047187,2.29224864310828,2.74885064745068,3.78706932967833,1.43764696365473,0.798085726048283,1.28289554522943,1.56582342072113,2.0020337577299,3.15959164640701,1.80759189552801,1.02323796164912,1.61338820034657,1.93045723383979,2.43752411001939,3.66718788846537,0.323441530651169,-0.92826238046685,-0.0868939778306662,0.212816847152675,0.408069817758023,0.782738195634894,0.597673831636439,-0.678386863981008,0.15740858915059,0.480223664400487,0.700309370140985,1.15463891442957
1970-04-01,1.9479907225396,1.09203493381957,1.63310599215859,1.96702504364721,2.36697028936076,3.13976486149578,2.47875851612054,1.34367507546198,2.08453487616653,2.49185496423205,3.00858579639451,3.9568806363656,1.59587427883759,0.954893713137961,1.45490710171241,1.72318527368025,2.20029003736444,3.33597613688265,1.94829843252947,1.13206961005814,1.75176717032808,2.07520861486956,2.61152557235693,3.86557908161583,0.396330407468304,-0.928329030885091,-0.048943495870755,0.277448282880029,0.475167773913716,0.87031570994314,0.672032294652964,-0.653652333595962,0.200514178679158,0.540326117703077,0.770822481198765,1.21479003947689
