"date","r_star_estimate","r_star_p025","r_star_p16","r_star_median","r_star_p84","r_star_p975","pi_star_estimate","pi_star_p025","pi_star_p16","pi_star_median","pi_star_p84","pi_star_p975","w_estimate","w_p025","w_p16","w_median","w_p84","w_p975"
1969-09-01,1.53472693866655,-1.31482299289456,0.643623174412688,1.51832599757738,2.20770934059593,3.20448350422705,2.72591424126437,1.85771746041759,2.29046540906138,2.72450957862123,3.16982268587645,3.66880500980703,0.836748639645808,-0.150259748981003,0.473330678778779,0.87921595915031,1.36643607988088,2.30052011730518
1969-10-01,1.6126881148391,-1.01841899546622,0.692176400671106,1.59560071816145,2.30287192534093,3.35408337508071,2.84193898901804,1.82801428108172,2.37439769504552,2.85699128244629,3.31935980143454,3.77851967592386,0.557921707327484,-0.374895755368004,0.155715271918462,0.609010821951266,1.08778958237315,2.03241558599967
1969-11-01,1.49360280945278,-1.24906742547269,0.619068192625072,1.46732842192199,2.17280054696559,3.0628714940628,2.81640121931905,1.77090219398273,2.33720227232414,2.8374946547589,3.33583396683989,3.88306307547438,0.565822504042504,-0.397553813775056,0.162986858385213,0.611982087561108,1.07664799254896,1.9912491551315
1969-12-01,1.79750026146582,-0.910338709686188,0.900500799216144,1.75576106141667,2.50177847250632,3.37598475526042,2.94375391148821,2.06477135097559,2.51864572275926,2.95542471776299,3.39797279195554,3.86540908704825,0.182594639124673,-0.851326540623399,-0.217562903980329,0.208025675408184,0.696913360955703,1.63284013579545
1970-01-01,2.03320581335992,-0.664212816822053,1.11997739754854,1.98978969399013,2.72252766905152,3.55424940252694,3.06876487417415,2.07482514679681,2.58631487590899,3.06807236135921,3.57754609154895,4.08541820255628,0.0413857736036563,-0.952808943274955,-0.361123103641871,0.088555182452898,0.55507327042572,1.5825545756468
1970-02-01,2.08848395961182,-0.794345154725895,1.13107391598184,2.05528256792114,2.84577444834256,3.89787284541997,3.0954071448565,2.19527625998669,2.61657638045378,3.083792934233,3.61698560508527,4.12942657019536,0.0133436616588782,-0.99656939187167,-0.402658140816895,0.0452278289960644,0.527292701429743,1.57020770029339
1970-03-01,2.07295762839194,-0.697449855086615,1.17555028197703,2.06296276875595,2.79765230739145,3.7556533682585,2.95873519813909,2.09722770300222,2.52950753423661,2.97210898042287,3.39463563575714,3.81538479252144,-0.299598811805266,-1.29199992601817,-0.704018002045732,-0.290330095448163,0.242943246539179,1.21148424582614
1970-04-01,2.23741521612289,-0.563005812113434,1.29143234980541,2.21364042209141,3.01025386845898,4.00904918258794,3.06102994091265,2.16112883556257,2.59038016094237,3.0614344480305,3.52510928513509,4.00680295761695,-0.125141357283463,-1.16099838412537,-0.525876596405654,-0.0846432824000409,0.393865277662085,1.41403137799819
1970-05-01,2.23369152770689,-0.846478331720281,1.25215415790023,2.18820745481766,2.97328100748527,4.02179015477183,3.02664793313502,2.07964830880439,2.5613890648927,3.0403540112123,3.49709541386088,4.04497650469843,0.444078198140188,-0.521559906179239,0.0423997457137614,0.485844691403108,0.99608438036279,1.93716014476813
1970-06-01,2.21148621567617,-0.604592093217589,1.26024814720931,2.16840830272668,2.99410464180253,3.95652443960877,2.9428417249332,2.07946226390014,2.50823311289182,2.96873485339807,3.42336270159004,3.84514215493009,0.54275405600181,-0.502612551381307,0.15401061183818,0.574524729955711,1.04832950702213,2.0471391121742
1970-07-01,2.2515571228295,-0.51479929680945,1.27168967326304,2.21288044866434,2.96596703698912,4.00524010662679,2.93787258177129,2.04791207119582,2.53864024046115,2.9664952490513,3.41497868835549,3.92149870937985,0.288663794443596,-0.767022205351723,-0.106844285878415,0.345872972710253,0.795487158385467,1.75301554522004
1970-08-01,2.38547526986501,-0.54745079696206,1.48749682625878,2.34733959393592,3.12520212269978,4.14092482845829,2.9825076410043,1.90892720465453,2.53609157871224,3.00467029098734,3.48441260584172,4.03678422570441,0.0338605653029717,-1.0544598340787,-0.399423844769466,0.0499492636266494,0.570304068060181,1.54274258508453
1970-09-01,2.36696862805491,-0.628208746716835,1.44617931946493,2.32283334545927,3.15209098653766,4.08448134346706,2.98233405628581,2.11017706450859,2.55928572495085,2.96401554907535,3.45573997206747,3.9123128954061,-0.175669156179893,-1.17362775234125,-0.592499603988985,-0.133327637257022,0.352577069574781,1.37448051771117
1970-10-01,2.29945405348792,-0.695791786255749,1.38051257837366,2.27435609207289,3.01856546586224,3.89321257236952,2.97732655613912,2.10507504498137,2.51065973274686,2.99579285758681,3.44738704084913,4.00072575218316,-0.184036993597729,-1.16773752053789,-0.583483169657321,-0.151293509013623,0.345193155006224,1.38782541939757
1970-11-01,2.26473513572745,-0.416482344316258,1.31337219771255,2.21817599663145,3.0459128390271,3.9921173905746,2.98123657733793,1.93974454661466,2.50783032543635,2.97939891363789,3.47505016818944,4.0163032929565,-0.678027792196592,-1.6888165035373,-1.13782292561276,-0.650319464629238,-0.128517080887304,1.00501248208882
1970-12-01,2.12399274532106,-0.718069480101415,1.20869915393901,2.12597669796327,2.82546605983082,3.71185135839842,2.96959493299293,2.06502997013992,2.54936272659853,2.9998438028667,3.46075850096754,3.90713540938857,-0.961236764840792,-1.9661322497835,-1.37545203797699,-0.940237714341262,-0.428917716500445,0.543000528937673
1971-01-01,2.34337566538788,-0.275464235404995,1.4850955018728,2.29392490136215,3.07538566841747,4.06451231139146,3.00210415417585,2.09479789582861,2.55398304343612,3.01803773530033,3.47174913965556,4.02577971699391,-1.12296968364592,-2.16218793331488,-1.56428137480423,-1.10840282348545,-0.594169216778215,0.437070626869812
1971-02-01,2.56961791141894,0.00482793410255983,1.63776787941043,2.50816925954046,3.31514833563413,4.22916467750654,3.00428501938211,2.00099009518393,2.51033207452655,3.02287752147299,3.53420548157885,4.12908876318903,-1.4584524939846,-2.48738664537997,-1.91266976492034,-1.47091980673351,-0.93243855946699,0.0807619380591287
1971-03-01,2.3118849066283,-0.254379078216976,1.42106088044001,2.25286171675857,2.98504124240891,3.9294913424626,2.92119703513604,2.00296463355038,2.48376678967115,2.986731036379,3.39351805417805,3.89249459805395,-1.63254731078398,-2.69385754663416,-2.07067609315189,-1.62626701561333,-1.11171280860648,-0.0985010205463393
1971-04-01,2.28432869298053,-0.24405815627599,1.34372061591823,2.22489809698696,3.00772778719047,4.02546237341727,2.84236095467072,1.91941812978745,2.40757496599479,2.87733816515645,3.36037802251638,3.75491449878265,-0.923912789273826,-1.98502497776536,-1.35214926652909,-0.918535525088592,-0.428330744355945,0.613119400127431
1971-05-01,2.17721711965588,-0.659605710249641,1.25699575703649,2.1604598960075,2.93560521553914,3.84970844609613,2.78079843456691,1.77510161029605,2.28677344459003,2.7971156943474,3.30187311415704,3.8529142956149,-0.0433899054896878,-1.08783137239348,-0.435048022799035,-0.0162203782788973,0.452824895376249,1.33647045029161
1971-06-01,2.07714287288313,-0.830148934172411,1.14705958627802,2.03118347196116,2.78580387770775,3.79010916701478,2.86111929040938,2.00791263179871,2.45485947568227,2.92856042725144,3.34973684747306,3.79454130690095,0.0449498679433161,-0.975203636069607,-0.362539048259161,0.0649106449407822,0.58411525896164,1.54636958539701
1971-07-01,2.18232735271692,-0.614432452218271,1.27757705131318,2.20154277042676,2.94255020968911,3.95184655870146,2.86997730140896,1.9504995451635,2.42299734601124,2.86928808147977,3.32487974156632,3.82620703190422,0.0171663367684446,-1.04882836628992,-0.394317271415155,0.0217831061359345,0.516896464888268,1.53365795611751
1971-08-01,2.08847746584234,-0.825413849633599,1.10889086421812,2.09181432127087,2.90143430717935,3.88926125195768,2.26047034557891,1.0898865640065,1.73228711470324,2.27528877364797,2.84006166166737,3.3356786641964,0.489185287668859,-0.627235816948097,0.046222944872566,0.497434225561313,1.0469348378733,2.15931937947068
1971-09-01,1.53909771486858,-1.5589224970737,0.579881161661156,1.41104045564277,2.1569297966725,3.17754145030579,2.76565144015411,2.09469616417187,2.46469815513855,2.85197987540911,3.22488302534539,3.72266341156178,0.261275681829818,-0.926941125211866,-0.160863910169865,0.31030120993799,0.872048993814984,2.0799569338555
1971-10-01,1.58446752889423,-1.34559766240377,0.581123971180996,1.45761059332224,2.17561609330332,3.22608746692327,2.73124815112038,2.08790555909942,2.49350920433881,2.82151432578962,3.19826243615643,3.84046918251756,-0.0199768466372433,-1.1657108555525,-0.449656016527898,0.0378913927456769,0.57254926719313,1.81056394689575
1971-11-01,1.69808709181053,-1.35663269718212,0.676383313837495,1.55337375514419,2.27921769032552,3.44475147938237,2.74471840321998,2.12690153042742,2.52919651766525,2.84728099923103,3.22900842356643,4.00124620516988,-0.248220259318213,-1.44494391834815,-0.677828011804742,-0.201355775436068,0.393898379044876,1.71131864033775
1971-12-01,1.67146831966808,-1.40556452529685,0.625846543157872,1.50677633566718,2.2140898612008,3.30681387209967,2.86861902096038,2.29185094712992,2.66902276160411,2.97157615669475,3.34642230129933,4.00523481432536,-0.270207925489565,-1.44763379530824,-0.696460732612774,-0.214053910434338,0.352678502149165,1.6080275742991
1972-01-01,1.62472465520803,-1.42866270999065,0.578688814588782,1.4819152283222,2.1862410131548,3.20996149380022,2.9203848891563,2.36075077273609,2.73572063869297,3.0380526614836,3.40163972240131,4.08874888110553,0.0458863562139851,-1.13032326486231,-0.369260244839926,0.118865765690064,0.642209765021484,1.96112284149479
1972-02-01,1.56799152994643,-1.68463212133772,0.48425096086095,1.41877215310483,2.09101578178607,3.14819703912748,2.96538941467004,2.33854309178437,2.75410868358664,3.07503951539823,3.47160166120592,4.27243715758528,0.383870784197765,-0.820181931071275,-0.0183882963371202,0.453897876124035,1.00308137847998,2.14733512668073
1972-03-01,1.43333570280391,-1.7250234857373,0.360369333329683,1.26386951581976,1.98886714666626,3.10778614239498,2.96972816887307,2.36077511074137,2.76718940447168,3.09297934428919,3.42946854407418,4.16971562987521,0.501079650371662,-0.627558080604216,0.0726861893933696,0.574023716624111,1.13434891035075,2.34631065132708
1972-04-01,1.28068330727103,-1.95519723378655,0.206332974813874,1.11566359382622,1.85094751334616,2.96769592556811,2.95296654720473,2.38275352599703,2.77206142913752,3.07438602643615,3.44171788718396,4.16391964404894,1.10904900009629,-0.042642874018492,0.681366189927225,1.17419455991473,1.76611131093107,2.93991786921749
