"real_level","target_level","cycle_level","state_id","shadow_rate","region","eta","maturity_months","maturity","security","approximation","monte_carlo","error_bp","mc_se_bp","npaths"
-1,1,1,25,3.25,"Above the bound",0.5,120,"10y","Nominal",2.36258249235033,2.36866214863355,-0.607965628321638,0.0138489991482477,2000000
0,1,1,26,4.5,"Above the bound",0.5,120,"10y","Nominal",2.895614754086,2.8996337637337,-0.40190096477053,0.0107112316731579,2000000
1,1,1,27,5.75,"Above the bound",0.5,120,"10y","Nominal",3.44924097549021,3.45186344377741,-0.262246828719936,0.00829801460038446,2000000
-1,-1,-1,1,-1.75,"Below the bound",0.5,120,"10y","Real",-0.111852762660481,-0.0999224747126719,-1.19302879478095,0.022254993757792,2000000
0,-1,-1,2,-0.5,"Below the bound",0.5,120,"10y","Real",0.233980006157304,0.244116270608375,-1.01362644510711,0.0197766441163125,2000000
1,-1,-1,3,0.75,"Near the bound",0.5,120,"10y","Real",0.674270348305687,0.682121491994255,-0.785114368856765,0.0164082138720645,2000000
-1,0,-1,4,-0.75,"Below the bound",0.5,120,"10y","Real",-0.378525170948973,-0.369056792487765,-0.946837846120879,0.0182875690022087,2000000
0,0,-1,5,0.5,"Near the bound",0.5,120,"10y","Real",0.0642217050211873,0.0713038796048784,-0.708217458369115,0.0148069826288696,2000000
1,0,-1,6,1.75,"Above the bound",0.5,120,"10y","Real",0.577243586043744,0.582245211357535,-0.500162531379034,0.0116136185128545,2000000
-1,1,-1,7,0.25,"Near the bound",0.5,120,"10y","Real",-0.538427707090447,-0.532096631601925,-0.633107548852163,0.0132607880443684,2000000
0,1,-1,8,1.5,"Above the bound",0.5,120,"10y","Real",-0.0208984153901438,-0.0166273186670516,-0.42710967230922,0.0100776148533567,2000000
1,1,-1,9,2.75,"Above the bound",0.5,120,"10y","Real",0.529285992061112,0.532131006168509,-0.284501410739768,0.00770270047922851,2000000
-1,-1,0,10,-0.25,"Below the bound",0.5,120,"10y","Real",-0.126687727007992,-0.114930294226721,-1.17574327812704,0.022247590285827,2000000
0,-1,0,11,1,"Near the bound",0.5,120,"10y","Real",0.262860792380275,0.272676759130718,-0.981596675044327,0.0195038596674867,2000000
1,-1,0,12,2.25,"Above the bound",0.5,120,"10y","Real",0.731664566528188,0.739271738192896,-0.760717166470859,0.0161763372270012,2000000
-1,0,0,13,0.75,"Near the bound",0.5,120,"10y","Real",-0.356599818897373,-0.347467345636976,-0.913247326039662,0.0180132684732291,2000000
0,0,0,14,2,"Above the bound",0.5,120,"10y","Real",0.119685559686205,0.126496878723383,-0.681131903717835,0.0145380207073877,2000000
1,0,0,15,3.25,"Above the bound",0.5,120,"10y","Real",0.642581940365364,0.64745514705009,-0.487320668472602,0.0114946836118939,2000000
-1,1,0,16,1.75,"Above the bound",0.5,120,"10y","Real",-0.485402397954295,-0.479370069197325,-0.603232875696996,0.0129481226228371,2000000
0,1,0,17,3,"Above the bound",0.5,120,"10y","Real",0.0439494315979334,0.0480780036229032,-0.41285720249698,0.0099371495459602,2000000
1,1,0,18,4.25,"Above the bound",0.5,120,"10y","Real",0.597141541016724,0.599936817191107,-0.279527617438324,0.00765549081801317,2000000
-1,-1,1,19,1.25,"Above the bound",0.5,120,"10y","Real",-0.105255084729115,-0.093735697768306,-1.15193869608086,0.0220999116000895,2000000
0,-1,1,20,2.5,"Above the bound",0.5,120,"10y","Real",0.31377153112066,0.323320874101937,-0.954934298127691,0.0192411013834149,2000000
1,-1,1,21,3.75,"Above the bound",0.5,120,"10y","Real",0.794372939312343,0.801807045689994,-0.743410637765085,0.0160105474772834,2000000
-1,0,1,22,2.25,"Above the bound",0.5,120,"10y","Real",-0.307940236145942,-0.29910264740975,-0.883758873619173,0.0177198967107479,2000000
0,0,1,23,3.5,"Above the bound",0.5,120,"10y","Real",0.181819215696498,0.188440270937565,-0.662105524106762,0.0143488103136836,2000000
1,0,1,24,4.75,"Above the bound",0.5,120,"10y","Real",0.709349314952545,0.714134688503192,-0.478537355064679,0.0114095990235132,2000000
-1,1,1,25,3.25,"Above the bound",0.5,120,"10y","Real",-0.424000347092898,-0.418176523008934,-0.582382408396476,0.0127291436419293,2000000
0,1,1,26,4.5,"Above the bound",0.5,120,"10y","Real",0.110590272036356,0.114624264124966,-0.403399208860986,0.00984134611569214,2000000
1,1,1,27,5.75,"Above the bound",0.5,120,"10y","Real",0.665318880480729,0.668078974988092,-0.276009450736281,0.00761988714161431,2000000
