"date","r_star_ekf","r_star_ukf","pi_star_ekf","pi_star_ukf","m_ekf","m_ukf","shadow_rate_ekf","shadow_rate_ukf"
1970-01-01,2.03493777952161,2.02489341309433,3.06905969808789,3.07816633064118,2.43460636081022,2.43543428806047,7.53860383841972,7.53849403179599
1970-02-01,2.08935826916093,2.07951719146813,3.09518147135123,3.10423868064377,1.61415816820326,1.61485962101467,6.79869790871542,6.79861549312657
1970-03-01,2.07425289864163,2.06624207042152,2.95836229288388,2.96512987844642,1.32144820271826,1.32265746773523,6.35406339424377,6.35402941660317
1970-04-01,2.2388507692081,2.23111472231865,3.06127721380698,3.06799108050244,0.87749033751689,0.878533615877771,6.17761832053196,6.17763941869886
1970-05-01,2.2349185298103,2.22738191002585,3.02657398268473,3.03320509613414,1.16730050531613,1.1681056707265,6.42879301781115,6.42869267688649
1970-06-01,2.21204330728592,2.20596600539161,2.9424561053619,2.94744603520772,1.06144891494993,1.06241720317809,6.21594832759776,6.21582924377742
1970-07-01,2.25206853395189,2.24605508994156,2.9374153189065,2.94235280595769,0.826673333077683,0.827688080493258,6.01615718593607,6.01609597639251
1970-08-01,2.38596339090898,2.38003974149909,2.98213514604865,2.98703646463883,0.649908774107459,0.650922208666596,6.01800731106509,6.01799841480452
1970-09-01,2.36742280137833,2.36250063839627,2.98203148440706,2.98571588816309,0.448330044067323,0.449558009737713,5.79778432985272,5.79777453629707
1970-10-01,2.29985904855804,2.29496334237316,2.97693490957171,2.98058009059128,0.294098094295936,0.29539624318187,5.57089205242568,5.57093967614631
1970-11-01,2.26601025224613,2.26108647612317,2.98076112085133,2.9843409654131,-0.235825695365379,-0.234282175797465,5.01094567773208,5.01114526573881
1970-12-01,2.12561005390105,2.12134971395563,2.96887565557735,2.97158126990403,-0.419619958764234,-0.417630457381548,4.67486575071417,4.67530052647812
1971-01-01,2.3443217860792,2.34052766580384,3.00131612040204,3.00404258741915,-1.12654346562648,-1.12463265928001,4.21909444085476,4.21993759394298
1971-02-01,2.57021926930804,2.56698679090719,3.0030119271065,3.00603267198514,-2.03139273431903,-2.03007450493334,3.54183846209551,3.54294495795898
1971-03-01,2.31388314384844,2.31156167211632,2.92029594468789,2.92278344199198,-1.9088762909676,-1.90767129322158,3.32530279756873,3.32667382088672
1971-04-01,2.28502023432141,2.28232058766666,2.84093944398397,2.8432016388293,-1.4660153930147,-1.46407623609018,3.65994428529067,3.66144599040578
1971-05-01,2.17813716109127,2.17492682484669,2.77957445044966,2.78172143631948,-1.20036789943712,-1.19863283294108,3.75734371210381,3.75801542822508
1971-06-01,2.07757107120994,2.07452754422007,2.86021667830335,2.86175773862521,-0.605216149902076,-0.603321654207961,4.33257159961121,4.33296362863732
1971-07-01,2.1831375436915,2.18008972840842,2.86948862152258,2.87096926453904,-0.0694812535639716,-0.0676599529383042,4.98314491165011,4.98339904000915
1971-08-01,2.09372317454364,2.09030440010243,2.2571125883291,2.25846437334955,0.120276597940389,0.122464554500789,4.47111236081313,4.47123332795277
1971-09-01,1.54163599293107,1.53895148822937,2.76367554168306,2.76438410969226,-0.0300161872025054,-0.0277513584949478,4.27529534741163,4.27558423942668
1971-10-01,1.58598880053849,1.58334841835108,2.72964202540989,2.7302570311494,-0.258039376666453,-0.255350422318562,4.05759144928192,4.05825502718192
1971-11-01,1.69902790281231,1.69655558617035,2.74380666523892,2.74449599049602,-0.573182965640828,-0.570524341124192,3.8696516024104,3.87052723554217
1971-12-01,1.67207603651567,1.66989044444459,2.86815625476228,2.86888618784432,-0.833752568609946,-0.831461918345018,3.706479722668,3.70731471394389
1972-01-01,1.6250948664756,1.62320411068757,2.92011400355424,2.92095242148745,-1.55069887915137,-1.54881634016353,2.99450999087847,2.99534019201149
1972-02-01,1.5683501522396,1.56658563543168,2.96533817863983,2.96617012349417,-1.83916099415128,-1.83753156785853,2.69452733672814,2.69522419106733
1972-03-01,1.43332020003252,1.43117677617702,2.96940207822371,2.96997071954695,-1.17747025887478,-1.17496773246852,3.22525201938146,3.22617976325545
1972-04-01,1.28084805246077,1.27863366151355,2.95273586825518,2.95323082162198,-1.12956530055237,-1.12744979825897,3.10401862016359,3.10441468487656
1972-05-01,1.3225975925827,1.32034920742146,3.0049421013899,3.0054185996078,-1.18275608029772,-1.18048037731747,3.14478361367489,3.14528742971179
1972-06-01,1.27835756815117,1.27604979842845,3.00237932769516,3.00281997918712,-0.856777210559669,-0.854398857422108,3.42395968528666,3.42447092019346
1972-07-01,1.22313965576323,1.2207284732878,2.90655057465597,2.90697186333162,-0.685075812380128,-0.6826244637699,3.44461441803907,3.44507587284953
1972-08-01,1.30595942392154,1.30358884426342,2.95853282655884,2.9589724051502,-0.7848207844199,-0.782434181757144,3.47967146606048,3.48012706765647
1972-09-01,1.34899113076302,1.34667064454286,3.15083742752026,3.15124208201189,-0.315689476288323,-0.31333325130911,4.18413908199496,4.18457947524565
1972-10-01,1.2768453372466,1.27446645992682,3.07736512537338,3.07774351887567,-0.0725263651061317,-0.0701840948186363,4.28168409751385,4.28202588398385
1972-11-01,1.3000026803498,1.2975725482054,3.07969008363674,3.0800710785323,-0.0276071903187112,-0.0251199681675057,4.35208557366783,4.35252365857019
1972-12-01,1.24537972050216,1.24295233062454,3.20772074336363,3.20810733384679,0.251112037470415,0.253643755107742,4.7042125013362,4.70470341957908
1973-01-01,1.03297840143737,1.03049134309534,3.33792300681307,3.33830154633776,0.681343722822323,0.683800752071095,5.05224513107277,5.05259364150419
1973-02-01,0.920440977141905,0.917967615597229,3.46401964458823,3.46437753901205,0.79593656995851,0.798277319469965,5.18039719168864,5.18062247407924
1973-03-01,0.629055146538779,0.626554136400492,3.64561196036037,3.64590370071908,1.41016485610055,1.41243061912895,5.6848319629997,5.68488845624853
1973-04-01,0.50837952368814,0.505801145084565,3.81231971796312,3.81255344333405,1.59043700217167,1.59283897424041,5.91113624382293,5.91119356265903
