"filter","regime","series","unit","observations","bias","rmse","mae","average_sd","coverage_68","coverage_95","binding_fraction","loglik_per_month","runtime_seconds","iteration_fraction","replication"
"UKF","all","shadow_rate","percentage points",695,-0.00857940720338489,0.120137583009022,0.0856799511777981,0.114047583151592,0.703597122302158,0.946762589928058,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","binding","r_star","percentage points",34,0.00619951716958813,0.0961573530518503,0.0797689679794687,0.114559577688526,0.735294117647059,1,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","binding","pi_star","percentage points",34,0.00933016936858945,0.0845728854456853,0.0630024953022632,0.0892387183602443,0.705882352941177,0.970588235294118,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","binding","m","percentage points",34,-0.0699998691034384,0.268035062077021,0.22257239918132,0.350031161293219,0.852941176470588,1,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","binding","pi_gap","percentage points",34,-0.507141136468535,0.897034007986476,0.705972522673954,0.946866302244235,0.764705882352941,0.941176470588235,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","binding","u","percentage points",34,0.809807956934397,1.65709948370532,1.31376440366457,1.40962400187001,0.558823529411765,0.970588235294118,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","binding","w","normalized units",34,0.0213975251706758,0.226062492424384,0.179889548510013,0.287966072456933,0.764705882352941,1,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","binding","shadow_rate","percentage points",34,-0.0544701825652608,0.286984136372311,0.237353902674404,0.39862420927067,0.823529411764706,1,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","nonbinding","r_star","percentage points",661,0.0189108401756328,0.178519691944745,0.12438196362185,0.146164514487304,0.658093797276853,0.951588502269289,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","nonbinding","pi_star","percentage points",661,-0.0278257023015369,0.213986225538715,0.134387336695285,0.158646844415209,0.685325264750378,0.937972768532526,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","nonbinding","m","percentage points",661,0.00269594866276694,0.104415526868233,0.0801036429186713,0.107480706663907,0.697428139183056,0.957639939485628,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","nonbinding","pi_gap","percentage points",661,0.038464602845087,0.92426361680955,0.742902925030357,0.973474180266093,0.698940998487141,0.956127080181543,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","nonbinding","u","percentage points",661,0.0102637810472303,1.32884457770484,1.05819305593504,1.41464690910263,0.683812405446294,0.97125567322239,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","nonbinding","w","normalized units",661,-0.00104994561031401,0.165217906814218,0.129703140727339,0.160533686241204,0.686838124054463,0.950075642965204,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"UKF","nonbinding","shadow_rate","percentage points",661,-0.00621891346313711,0.104590011380221,0.0778782653216942,0.0994097536689168,0.697428139183056,0.944024205748865,0.0489208633093525,81.7365388543769,0.602999999999994,0,64
"EKF","all","r_star","percentage points",695,0.0153816027745068,0.162461716909917,0.11778303489894,0.149269600807163,0.671942446043165,0.948201438848921,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","all","pi_star","percentage points",695,0.0115360883847134,0.157147047373098,0.108804033118808,0.155663625590056,0.726618705035971,0.96978417266187,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","all","m","percentage points",695,0.0973425196812023,0.350442474403058,0.186710683163245,0.141069595943043,0.57410071942446,0.848920863309353,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","all","pi_gap","percentage points",695,0.049889946094052,1.05949242924494,0.828372465094094,0.974040460207246,0.661870503597122,0.935251798561151,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","all","u","percentage points",695,-0.0904690071189911,1.43331842880336,1.14024354481049,1.41454581358111,0.687769784172662,0.946762589928058,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","all","w","normalized units",695,-0.0566883598839113,0.273479881783298,0.194221180378827,0.192421418314852,0.585611510791367,0.889208633093525,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","all","shadow_rate","percentage points",695,0.124260210840423,0.387107988808245,0.190584515368099,0.137143378091312,0.60863309352518,0.848920863309353,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","binding","r_star","percentage points",153,0.0605974584944555,0.195687903941626,0.150616527156844,0.165501525344817,0.601307189542484,0.954248366013072,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","binding","pi_star","percentage points",153,0.0143326049228096,0.171445168511552,0.130783411944458,0.172600115194758,0.679738562091503,0.947712418300654,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","binding","m","percentage points",153,0.416442245522057,0.689949734383696,0.487423529853271,0.261280299194866,0.411764705882353,0.588235294117647,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","binding","pi_gap","percentage points",153,-0.249221568052691,1.16122358020933,0.925965369990234,0.992019237401439,0.607843137254902,0.901960784313726,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","binding","u","percentage points",153,-0.083119476094197,1.51914625037223,1.23393341124056,1.41571607395097,0.647058823529412,0.928104575163399,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","binding","w","normalized units",153,-0.241086747618828,0.459382329858364,0.358057218263947,0.277465301665395,0.418300653594771,0.738562091503268,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","binding","shadow_rate","percentage points",153,0.491372308939322,0.779053899411845,0.568545865612933,0.287637505250336,0.326797385620915,0.483660130718954,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","nonbinding","r_star","percentage points",542,0.00261771730374641,0.151771537290038,0.108514539851967,0.144687526168306,0.691881918819188,0.946494464944649,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","nonbinding","pi_star","percentage points",542,0.0107466658195312,0.152869013750495,0.102599522121899,0.150882660812345,0.739852398523985,0.976014760147601,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","nonbinding","m","percentage points",542,0.00726455279254777,0.151986917784882,0.101823108359603,0.107135578235426,0.619926199261993,0.922509225092251,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","nonbinding","pi_gap","percentage points",542,0.134325484220346,1.02895620561524,0.8008231764426,0.968965270335085,0.677121771217712,0.944649446494465,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","nonbinding","u","percentage points",542,-0.0925436902311563,1.40814380107245,1.11379603639019,1.4142154633291,0.699261992619926,0.952029520295203,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","nonbinding","w","normalized units",542,-0.00463494046796622,0.190609822807923,0.147972261935241,0.168414565634717,0.632841328413284,0.931734317343173,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"EKF","nonbinding","shadow_rate","percentage points",542,0.0206289359158254,0.1443143341834,0.0838906286753694,0.0946607185796316,0.688191881918819,0.952029520295203,0.220143884892086,82.200293055573,0.0799999999999983,0,65
"IEKF","all","r_star","percentage points",695,0.00721019609476813,0.158957280634169,0.11601941871126,0.149677698366728,0.677697841726619,0.943884892086331,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","all","pi_star","percentage points",695,0.0100519386419203,0.1574825433963,0.108574170272333,0.155855309507609,0.728057553956835,0.976978417266187,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","all","m","percentage points",695,0.030734742098313,0.243280005668286,0.141017761180539,0.152265761908976,0.627338129496403,0.925179856115108,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","all","pi_gap","percentage points",695,0.0492885124831515,1.06006608632137,0.83053798242488,0.974457591255017,0.656115107913669,0.935251798561151,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","all","u","percentage points",695,-0.0896582503142007,1.43292572757109,1.14074804753469,1.41459340196066,0.690647482014389,0.946762589928058,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","all","w","normalized units",695,-0.0380447812440687,0.243938778702584,0.180236481412725,0.198141308152436,0.61294964028777,0.922302158273381,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","all","shadow_rate","percentage points",695,0.0479968768350015,0.26358874840732,0.139355174987414,0.150499025319378,0.663309352517986,0.936690647482014,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","binding","r_star","percentage points",153,0.0366507525654486,0.184625005988843,0.142688973888018,0.167649425377317,0.61437908496732,0.947712418300654,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","binding","pi_star","percentage points",153,0.00142549415979244,0.168902077154675,0.127908602149235,0.173583346943031,0.679738562091503,0.980392156862745,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","binding","m","percentage points",153,0.173099518671165,0.474025975417263,0.328286696890825,0.321088650147944,0.562091503267974,0.856209150326797,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","binding","pi_gap","percentage points",153,-0.267737201592123,1.16193422532309,0.930999383039819,0.99406464681837,0.581699346405229,0.908496732026144,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","binding","u","percentage points",153,-0.0710464633690769,1.51635783377449,1.23518673130455,1.41593710732048,0.65359477124183,0.928104575163399,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","binding","w","normalized units",153,-0.132133162299966,0.394728074355564,0.311358810537547,0.310078562223054,0.562091503267974,0.862745098039216,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","binding","shadow_rate","percentage points",153,0.211175765396406,0.537736839159661,0.385022140611614,0.3631847385497,0.555555555555556,0.816993464052288,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","nonbinding","r_star","percentage points",542,-0.00110051449566379,0.150923581976263,0.108490928043282,0.144604498675547,0.695571955719557,0.94280442804428,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","nonbinding","pi_star","percentage points",542,0.0124870788739601,0.154105871199903,0.103116295591215,0.15085090041606,0.74169741697417,0.976014760147601,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","nonbinding","m","percentage points",542,-0.00945310073498264,0.111634049970357,0.0881540210261599,0.104609116335984,0.645756457564576,0.944649446494465,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","nonbinding","pi_gap","percentage points",542,0.138781011105877,1.02948723451934,0.802178952361992,0.968922758226986,0.677121771217712,0.94280442804428,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","nonbinding","u","percentage points",542,-0.0949121311308132,1.40847967849362,1.11408915709781,1.41421409030004,0.701107011070111,0.952029520295203,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","nonbinding","w","normalized units",542,-0.0114847769976623,0.179779437073195,0.143222244593356,0.166542784401875,0.627306273062731,0.939114391143911,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"IEKF","nonbinding","shadow_rate","percentage points",542,0.00193346364331363,0.0864031751932086,0.0700063821082578,0.0904604383742876,0.693726937269373,0.970479704797048,0.220143884892086,82.2123078496555,0.141999999999996,1,65
"UKF","all","r_star","percentage points",695,2.4419975290413e-05,0.157773991246023,0.115647901038691,0.152696884391271,0.692086330935252,0.955395683453237,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","all","pi_star","percentage points",695,0.00541771261634539,0.162505967511397,0.108831599338177,0.156759322721197,0.726618705035971,0.975539568345324,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","all","m","percentage points",695,-0.00923673626871154,0.268718597003143,0.162780456364242,0.208990730976189,0.697841726618705,0.952517985611511,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","all","pi_gap","percentage points",695,0.052289876569604,1.06253764680643,0.832292543883296,0.976318097044771,0.653237410071942,0.932374100719425,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","all","u","percentage points",695,-0.0890202037170008,1.43240416202658,1.14028731642887,1.41482435131801,0.690647482014389,0.946762589928058,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","all","w","normalized units",695,-0.00734863644839787,0.247345753896474,0.181399640664324,0.218511312708005,0.658992805755396,0.935251798561151,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","all","shadow_rate","percentage points",695,-0.00379460367707572,0.29153081309724,0.163423913324789,0.215308400487238,0.710791366906475,0.962589928057554,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","binding","r_star","percentage points",153,0.016593720308596,0.176766004393643,0.135727572063742,0.170760774061572,0.647058823529412,0.96078431372549,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","binding","pi_star","percentage points",153,-0.0116021853708763,0.168916469605815,0.124905688536924,0.175101790461205,0.705882352941177,0.986928104575163,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","binding","m","percentage points",153,0.0748449922689766,0.476277169533624,0.340334445478048,0.431770159027234,0.738562091503268,0.92156862745098,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","binding","pi_gap","percentage points",153,-0.257190170588375,1.16687250738757,0.932996984979135,0.99821773319345,0.588235294117647,0.901960784313726,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","binding","u","percentage points",153,-0.0700933670722097,1.51609469158068,1.23455204558168,1.41648079333856,0.660130718954248,0.928104575163399,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","binding","w","normalized units",153,-0.0330503551370026,0.362481519597928,0.273763900145624,0.335316364075385,0.666666666666667,0.92156862745098,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","binding","shadow_rate","percentage points",153,0.0798365272066963,0.524060771501214,0.378814161492659,0.483482905868697,0.712418300653595,0.92156862745098,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","nonbinding","r_star","percentage points",542,-0.00465289174241393,0.151983853717949,0.109979654420918,0.147597668303529,0.70479704797048,0.953874538745387,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","nonbinding","pi_star","percentage points",542,0.0102222225647677,0.160650070715129,0.104294079693512,0.151581467436656,0.732472324723247,0.972324723247233,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","nonbinding","m","percentage points",542,-0.0329719843614537,0.168995400936126,0.112659127333961,0.146102811249603,0.686346863468635,0.961254612546125,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","nonbinding","pi_gap","percentage points",542,0.139652325306082,1.03117633606274,0.803864906452183,0.970136096434535,0.671586715867159,0.940959409594096,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","nonbinding","u","percentage points",542,-0.0943630192274307,1.4078792336062,1.11367753126211,1.41435675790631,0.699261992619926,0.952029520295203,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","nonbinding","w","normalized units",542,-9.33542355629307e-05,0.203370761911829,0.155326334943588,0.185538669056327,0.656826568265683,0.939114391143911,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"UKF","nonbinding","shadow_rate","percentage points",542,-0.0274026535391,0.177354100445111,0.102621869100279,0.139606003211661,0.710332103321033,0.974169741697417,0.220143884892086,82.2957351982489,0.608999999999995,0,65
"EKF","all","r_star","percentage points",695,0.020635715977923,0.147082606631547,0.109750311182415,0.140970234233468,0.671942446043165,0.949640287769784,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","all","pi_star","percentage points",695,-0.0122536516957795,0.171342522569107,0.121736220447662,0.154626925264428,0.670503597122302,0.956834532374101,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","all","m","percentage points",695,0.0284221090606701,0.213414734566679,0.104789445467619,0.109986823474079,0.643165467625899,0.926618705035971,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","all","pi_gap","percentage points",695,0.0614753072834613,0.974619308791799,0.77019341733397,0.970273252960424,0.679136690647482,0.946762589928058,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","all","u","percentage points",695,-0.141750711623113,1.37870465382484,1.09288460388145,1.41416134632806,0.682014388489209,0.952517985611511,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","all","w","normalized units",695,-0.0246716576243101,0.19019869903615,0.13784973108998,0.161795075702404,0.656115107913669,0.951079136690647,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","all","shadow_rate","percentage points",695,0.0368041733428137,0.229815994660937,0.102023271969724,0.106370127599617,0.671942446043165,0.941007194244604,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","binding","r_star","percentage points",29,0.131112425912059,0.206493252111711,0.152129275833802,0.189398970404991,0.655172413793103,0.896551724137931,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","binding","pi_star","percentage points",29,-0.0452206781559367,0.235454468747136,0.190202304218776,0.214431226060122,0.586206896551724,0.96551724137931,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","binding","m","percentage points",29,0.716407884092479,0.934943303040848,0.747586102969055,0.476150595636402,0.413793103448276,0.620689655172414,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","binding","pi_gap","percentage points",29,-0.0554667173210668,0.831185627304594,0.633620769237676,1.02479240491719,0.793103448275862,0.96551724137931,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","binding","u","percentage points",29,-0.228185309363382,1.53176358700344,1.17395329670484,1.42003365309086,0.620689655172414,0.896551724137931,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","binding","w","normalized units",29,-0.404875708984291,0.581209567898766,0.488049712496056,0.403582863482147,0.379310344827586,0.931034482758621,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","binding","shadow_rate","percentage points",29,0.802299631848601,1.04493100686615,0.854322550030167,0.553667099893671,0.344827586206897,0.620689655172414,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","nonbinding","r_star","percentage points",666,0.0158251685483585,0.143939605723051,0.107904980889787,0.138861475451224,0.672672672672673,0.951951951951952,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","nonbinding","pi_star","percentage points",666,-0.0108181505436106,0.167995894636056,0.118754964547719,0.152022834088639,0.674174174174174,0.956456456456456,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","nonbinding","m","percentage points",666,-0.00153522949176591,0.0972976809730351,0.0767998012220611,0.0940427553168611,0.653153153153153,0.93993993993994,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","nonbinding","pi_gap","percentage points",666,0.0665673774238987,0.980388265842126,0.776140274383208,0.967899295893237,0.674174174174174,0.945945945945946,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","nonbinding","u","percentage points",666,-0.137987042952741,1.37165193921947,1.08935458572548,1.41390564528283,0.684684684684685,0.954954954954955,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","nonbinding","w","normalized units",666,-0.00811622595848509,0.151794429714278,0.122600782950676,0.15126677863692,0.668168168168168,0.951951951951952,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"EKF","nonbinding","shadow_rate","percentage points",666,0.003471788512982,0.0870103507717578,0.0692654955977224,0.0868932324096358,0.686186186186186,0.954954954954955,0.041726618705036,81.6505542039914,0.0790000000000077,0,66
"IEKF","all","r_star","percentage points",695,0.0192931208487883,0.146492546384993,0.109479015608736,0.14104249201892,0.670503597122302,0.946762589928058,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","all","pi_star","percentage points",695,-0.0119467223417843,0.173127931724188,0.122102761404359,0.154683799342584,0.674820143884892,0.955395683453237,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","all","m","percentage points",695,0.0227976181955002,0.188335718541666,0.099403362973478,0.112207971272748,0.651798561151079,0.936690647482014,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","all","pi_gap","percentage points",695,0.0646710617019239,0.975362741266575,0.771325886035558,0.970356697315934,0.677697841726619,0.948201438848921,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","all","u","percentage points",695,-0.143053702610317,1.37875921062675,1.09323999067126,1.41417282179999,0.682014388489209,0.952517985611511,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","all","w","normalized units",695,-0.0278699947574607,0.184255700528561,0.133388695955028,0.162788396455878,0.661870503597122,0.956834532374101,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","all","shadow_rate","percentage points",695,0.0301440167025041,0.201290701237425,0.0949962775422287,0.108783777595477,0.674820143884892,0.952517985611511,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","binding","r_star","percentage points",29,0.126678398947863,0.202787368394139,0.152838607364914,0.190301419733808,0.655172413793103,0.931034482758621,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","binding","pi_star","percentage points",29,-0.0474028085379017,0.237651670834573,0.18965700374056,0.215384783968149,0.620689655172414,0.96551724137931,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","binding","m","percentage points",29,0.567142784609142,0.794161221952286,0.608014552859373,0.528371702452142,0.551724137931034,0.862068965517241,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","binding","pi_gap","percentage points",29,-0.0684419856242976,0.853093075459564,0.641924601078321,1.02615987935394,0.793103448275862,0.96551724137931,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","binding","u","percentage points",29,-0.222361646558991,1.53563489292749,1.17991202394095,1.42019595182088,0.620689655172414,0.896551724137931,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","binding","w","normalized units",29,-0.383756948001016,0.544847640706213,0.422974664744475,0.424594002445066,0.517241379310345,0.96551724137931,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","binding","shadow_rate","percentage points",29,0.646418375019103,0.892799309025668,0.690553955532902,0.611895048154763,0.517241379310345,0.896551724137931,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","nonbinding","r_star","percentage points",666,0.0146171853159457,0.143540533168517,0.107590985337071,0.138897583755058,0.671171171171171,0.947447447447447,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","nonbinding","pi_star","percentage points",666,-0.0104028387086201,0.169762061597812,0.119161210311642,0.152040663375405,0.677177177177177,0.954954954954955,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","nonbinding","m","percentage points",666,-0.000905099260949697,0.0977357698642765,0.077256629479948,0.0940867277228941,0.656156156156156,0.93993993993994,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","nonbinding","pi_gap","percentage points",666,0.070467275474387,0.98034038757028,0.776960476521684,0.967926829028993,0.672672672672673,0.947447447447447,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","nonbinding","u","percentage points",666,-0.139600353699639,1.37152067387785,1.08946598321657,1.41391055337566,0.684684684684685,0.954954954954955,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","nonbinding","w","normalized units",666,-0.0123734157123208,0.150007276161326,0.120779096713445,0.151388452651544,0.668168168168168,0.956456456456456,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"IEKF","nonbinding","shadow_rate","percentage points",666,0.00330924734637594,0.087029258580919,0.06906358585795,0.0868765300786309,0.681681681681682,0.954954954954955,0.041726618705036,81.6538915854396,0.14800000000001,1,66
"UKF","all","r_star","percentage points",695,0.0175062444029878,0.144477129882627,0.108942283161584,0.14159709424493,0.674820143884892,0.949640287769784,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","all","pi_star","percentage points",695,-0.0112487196305613,0.169820137190647,0.12089587430157,0.154980416618135,0.676258992805755,0.958273381294964,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","all","m","percentage points",695,0.0155468887008504,0.17239723682019,0.0974735219482217,0.119483849332128,0.677697841726619,0.938129496402878,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","all","pi_gap","percentage points",695,0.064685896906054,0.974739228021447,0.770982614975768,0.970668026711673,0.674820143884892,0.948201438848921,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","all","u","percentage points",695,-0.143353748989873,1.37899394912488,1.09311561028705,1.41421918443468,0.682014388489209,0.952517985611511,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","all","w","normalized units",695,-0.0236649838704102,0.178860395569046,0.134348485072522,0.165683841059658,0.663309352517986,0.962589928057554,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","all","shadow_rate","percentage points",695,0.0218044134732767,0.179081763872475,0.0935497443137132,0.117230155303353,0.697841726618705,0.953956834532374,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","binding","r_star","percentage points",29,0.117033485136021,0.199635190793815,0.147459738894548,0.191492672399331,0.655172413793103,0.931034482758621,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","binding","pi_star","percentage points",29,-0.0589342979586477,0.235417654936422,0.188102778016803,0.215681756267475,0.655172413793103,0.96551724137931,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","binding","m","percentage points",29,0.455396753077972,0.6947582579658,0.54188767694897,0.575432656887105,0.655172413793103,0.827586206896552,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","binding","pi_gap","percentage points",29,-0.0472356937720455,0.822092587419539,0.626857906149184,1.02862164822816,0.793103448275862,0.96551724137931,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","binding","u","percentage points",29,-0.226078827074618,1.5275547811605,1.17204188250847,1.4205265158951,0.620689655172414,0.896551724137931,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","binding","w","normalized units",29,-0.314300817698007,0.480611102712869,0.394575433763559,0.424619253648243,0.586206896551724,0.96551724137931,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","binding","shadow_rate","percentage points",29,0.513495940255346,0.761254189340783,0.61151895988716,0.655764851194104,0.689655172413793,0.896551724137931,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","nonbinding","r_star","percentage points",666,0.0131724756623602,0.141587993329047,0.107265096650689,0.139424463964933,0.675675675675676,0.95045045045045,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","nonbinding","pi_star","percentage points",666,-0.00917232057423321,0.166377218056798,0.117969447563219,0.152337265191962,0.677177177177177,0.957957957957958,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","nonbinding","m","percentage points",666,-0.00360573302127657,0.0999848259854656,0.0781221548385795,0.0996302225767306,0.678678678678679,0.942942942942943,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","nonbinding","pi_gap","percentage points",666,0.0695593595632084,0.980846420489556,0.777258315510259,0.968144520669664,0.66966966966967,0.947447447447447,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","nonbinding","u","percentage points",666,-0.139751605950147,1.37215969923349,1.08967888071585,1.41394454087259,0.684684684684685,0.954954954954955,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","nonbinding","w","normalized units",666,-0.0110096697848241,0.152728682657486,0.12301728160099,0.154408875646642,0.666666666666667,0.962462462462462,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"UKF","nonbinding","shadow_rate","percentage points",666,0.000394422066850387,0.0907353429004253,0.0709955292211757,0.0937804463231249,0.698198198198198,0.956456456456456,0.041726618705036,81.6410568995574,0.61399999999999,0,66
"EKF","all","r_star","percentage points",695,0.00507170736222771,0.166417972076229,0.116174546479081,0.143338833881114,0.684892086330935,0.945323741007194,0.0762589928057554,81.5327889837044,0.0810000000000031,0,67
